Name,Lat,Lon
IMG_20200429_141240.jpg,22.37662000000001,113.96665
IMG_20200429_141427.jpg,22.37662000000001,113.96656999999999
IMG_20200429_141658.jpg,22.375510000000002,113.96666
IMG_20200429_141705.jpg,22.375510000000002,113.96666
IMG_20200429_141810.jpg,22.37557,113.96659
IMG_20200429_141938.jpg,22.37535,113.96623999999998
IMG_20200429_142002.jpg,22.37568,113.96628999999999
IMG_20200429_142528.jpg,22.374979999999997,113.96647
IMG_20200429_142756.jpg,22.37603,113.96569
IMG_20200429_142805.jpg,22.37603,113.96569
IMG_20200429_142859.jpg,22.37656,113.96635
IMG_20200429_143000.jpg,22.375629999999997,113.96566999999999
IMG_20200429_143249.jpg,22.37588,113.96526999999999
IMG_20200429_143508.jpg,22.375970000000002,113.96541
IMG_20200429_143543.jpg,22.37595,113.96518
IMG_20200429_143759.jpg,22.376260000000002,113.96505
IMG_20200429_143808.jpg,22.376260000000002,113.96505
IMG_20200429_144139.jpg,22.37602,113.96452
IMG_20200429_144351.jpg,22.37704,113.96495
IMG_20200429_144553.jpg,22.37654,113.96541
IMG_20200429_144558.jpg,22.37654,113.96541
IMG_20200429_144659.jpg,22.37669,113.96571000000002
IMG_20200429_144955.jpg,22.3766,113.96619
IMG_20200429_145038.jpg,22.376739999999998,113.96623999999998
IMG_20200429_145157.jpg,22.37709,113.96581
IMG_20200429_145209.jpg,22.37685,113.9661
IMG_20200429_145318.jpg,22.37714,113.96587
IMG_20200429_145321.jpg,22.37714,113.96587
IMG_20200429_145515.jpg,22.37772,113.96606000000001
IMG_20200429_145702.jpg,22.37787,113.96621
IMG_20200429_145717.jpg,22.37787,113.96621
IMG_20200429_145726.jpg,22.37784,113.96609
IMG_20200429_145924.jpg,22.377670000000002,113.9656
IMG_20200429_150155.jpg,22.377679999999998,113.96543999999999
IMG_20200429_150309.jpg,22.37736,113.96512
IMG_20200429_150519.jpg,22.37705,113.9643
IMG_20200429_150611.jpg,22.37702,113.96426000000001
IMG_20200429_150748.jpg,22.37721,113.9639
IMG_20200429_151000.jpg,22.37775,113.964
IMG_20200429_151016.jpg,22.37775,113.964
IMG_20200429_151119.jpg,22.37831,113.96342
IMG_20200429_151307.jpg,22.37797,113.96372
IMG_20200429_151520.jpg,22.378410000000002,113.96361999999999
IMG_20200429_151548.jpg,22.378410000000002,113.96361999999999
IMG_20200429_151658.jpg,22.37867,113.96338999999999
IMG_20200429_151740.jpg,22.37848,113.96335
IMG_20200429_151910.jpg,22.37839,113.96336000000001
IMG_20200429_152000.jpg,22.378410000000002,113.96301000000001
IMG_20200429_152039.jpg,22.37836,113.96287
IMG_20200429_152117.jpg,22.37867,113.96243999999999
IMG_20200429_152156.jpg,22.37867,113.96243999999999
IMG_20200429_152211.jpg,22.37857,113.96253999999999
IMG_20200429_152306.jpg,22.37845,113.96309
IMG_20200429_152347.jpg,22.3784,113.96291000000001
IMG_20200429_152440.jpg,22.378420000000002,113.96288999999999
IMG_20200429_152517.jpg,22.378429999999998,113.96258
IMG_20200429_152618.jpg,22.378510000000002,113.96251000000001
IMG_20200429_152728.jpg,22.3781,113.96222
IMG_20200429_152815.jpg,22.37784,113.9622
IMG_20200429_152831.jpg,22.37794,113.96213999999999
IMG_20200429_152906.jpg,22.377879999999998,113.9622
IMG_20200429_153010.jpg,22.37811,113.96231999999999
IMG_20200429_153217.jpg,22.37805,113.96236
IMG_20200429_153253.jpg,22.37803,113.96222
IMG_20200429_153740.jpg,22.37755,113.96203999999999
IMG_20200429_153842.jpg,22.37746,113.96206000000001
IMG_20200429_154154.jpg,22.37794,113.96203999999999
IMG_20200429_154212.jpg,22.377879999999998,113.96193999999998
IMG_20200429_154602.jpg,22.377879999999998,113.96221000000001
IMG_20200429_154745.jpg,22.377779999999998,113.9608
IMG_20200429_155026.jpg,22.377489999999998,113.96104
IMG_20200429_155317.jpg,22.377660000000002,113.96101999999999
IMG_20200429_155342.jpg,22.37755,113.96105
IMG_20200429_160455.jpg,22.37755,113.96191
IMG_20200429_160542.jpg,22.37719,113.96207
IMG_20200429_160703.jpg,22.37702,113.96236
IMG_20200429_160711.jpg,22.37702,113.96236
IMG_20200429_160735.jpg,22.377010000000002,113.96231
IMG_20200429_161003.jpg,22.37731,113.96135
IMG_20200429_161026.jpg,22.3773,113.96193999999998
IMG_20200429_161101.jpg,22.37727000000001,113.96193999999998
IMG_20200429_161155.jpg,22.37688,113.96184
IMG_20200429_161236.jpg,22.37679,113.96172
IMG_20200429_161326.jpg,22.3768,113.96191999999999
IMG_20200429_161559.jpg,22.37671,113.96197
IMG_20200429_161656.jpg,22.3762,113.96166000000001
IMG_20200429_161807.jpg,22.37606,113.96088
IMG_20200429_161841.jpg,22.37614,113.96096000000001
IMG_20200429_161949.jpg,22.376070000000002,113.96088
IMG_20200429_162429.jpg,22.375429999999998,113.96098
IMG_20200429_162445.jpg,22.375429999999998,113.96098
IMG_20200429_162541.jpg,22.37576,113.96145
IMG_20200429_162722.jpg,22.37601,113.96216000000001
IMG_20200429_162957.jpg,22.37529,113.96223
IMG_20200429_163201.jpg,22.37463,113.96226999999999
IMG_20200429_163318.jpg,22.37461,113.96243999999999
IMG_20200429_163353.jpg,22.37375,113.96383999999999
IMG_20200429_163626.jpg,22.37395,113.96297
IMG_20200429_163711.jpg,22.37421,113.96306000000001
IMG_20200429_163939.jpg,22.374000000000002,113.96408999999998
IMG_20200429_164121.jpg,22.37511,113.9644
IMG_20200429_164211.jpg,22.37501,113.964
IMG_20200429_164242.jpg,22.37444,113.96388999999999
IMG_20200429_164428.jpg,22.37507,113.96388999999999
IMG_20200429_165007.jpg,22.37493,113.96404
IMG_20200429_170947.jpg,22.375,113.96378999999999
IMG_20200429_171122.jpg,22.37485,113.96382
IMG_20200429_171158.jpg,22.37473,113.96401999999999
IMG_20200429_171233.jpg,22.3746,113.96394
IMG_20200429_171437.jpg,22.375,113.96388
IMG_20200429_171748.jpg,22.37511,113.964
IMG_20200429_171830.jpg,22.37473,113.96412
IMG_20200429_172247.jpg,22.374660000000002,113.96497
IMG_20200429_172419.jpg,22.37422,113.96533000000001
IMG_20200429_172545.jpg,22.373739999999998,113.96481000000001
IMG_20200429_172640.jpg,22.37381,113.96516000000001
IMG_20200429_172702.jpg,22.37381,113.96516000000001
IMG_20200429_172802.jpg,22.3735,113.96473999999999
IMG_20200429_172907.jpg,22.37411,113.96458
IMG_20200429_173046.jpg,22.37385,113.96404
IMG_20200429_173148.jpg,22.37394,113.96406
IMG_20200429_174026.jpg,22.37358,113.96361999999999
IMG_20200429_174252.jpg,22.37361,113.96327
IMG_20200429_174723.jpg,22.37305,113.9604
IMG_20200429_175045.jpg,22.37356,113.9603
IMG_20200429_180338.jpg,22.376160000000002,113.96072
IMG_20200429_183548.jpg,22.37964,113.96843
IMG_20200511_150225.jpg,22.393710000000002,113.97352
IMG_20200511_150235.jpg,22.39411,113.97343000000001
IMG_20200511_150352.jpg,22.39361,113.97381999999999
IMG_20200511_150431.jpg,22.39388,113.97343000000001
IMG_20200511_150518.jpg,22.393729999999998,113.97171000000002
IMG_20200511_150535.jpg,22.39303,113.97288999999999
IMG_20200511_150809.jpg,22.3915,113.97265
IMG_20200511_150835.jpg,22.39133,113.97249
IMG_20200511_150956.jpg,22.390929999999997,113.97243
IMG_20200511_151010.jpg,22.390929999999997,113.97243
IMG_20200511_151044.jpg,22.39227,113.9715
IMG_20200511_151204.jpg,22.38997,113.97353999999999
IMG_20200511_151329.jpg,22.391,113.97358999999999
IMG_20200511_151449.jpg,22.39075,113.97351
IMG_20200511_151538.jpg,22.3905,113.97408999999999
IMG_20200511_151549.jpg,22.3905,113.97408999999999
IMG_20200511_151945.jpg,22.39002,113.97323999999999
IMG_20200511_152140.jpg,22.38963,113.97335
IMG_20200511_152208.jpg,22.38941,113.97348000000001
IMG_20200511_152621.jpg,22.38939,113.97351
IMG_20200511_152733.jpg,22.38956,113.97335
IMG_20200511_152805.jpg,22.38973,113.9733
IMG_20200511_152914.jpg,22.38897,113.97283999999999
